,Stationsnummer,X-Koordinate,Y-Koordinate,Breitengrad,Längengrad,
05TS0071,05TS0071_Boschstraße 8,508912.58,5444325.14,9.12222383,49.1516836,
05TS0054,05TS0054,508982.66,5443933.09,9.123176135,49.14815595,
05TS0055,05TS0055,509635.37,5444314.03,9.132135612,49.15157274,
05TS0056,05TS0056,509033.63,5443981.46,9.123876153,49.1485903,
05TS0057,05TS0057,508419.8,5443179.22,9.115442092,49.14138258,
05TS0058,05TS0058,507537.57,5443726.67,9.103356287,49.14631856,
05TS0059,05TS0059,508635.15,5444264.37,9.118417963,49.15114091,
05TS0060,05TS0060,509245.78,5443986.76,9.126785432,49.14863482,
05TS0061,05TS0061,509428.6,5444028.08,9.129293365,49.14900373,
05TS0062,05TS0062,509424.63,5444024.23,9.129238835,49.14896916,
05TS0063,05TS0063,509291.19,5444154.54,9.127411999,49.15014338,
05TS0064,05TS0064,509711.8,5444242.96,9.133182026,49.15093224,
05TS0065,05TS0065,509419.3,5442763.97,9.129136285,49.13763274,
05TS0066,05TS0066,509453.52,5444361.58,9.129642917,49.1520033,
05TS0067,05TS0067,509750.85,5444451.48,9.133722582,49.15280733,
06TS0001,06TS0001,524120.37,5438373.7,9.330419462,49.0977397,
06TS0002,06TS0002,523192.94,5436950.93,9.31763336,49.08497707,
06TS0003,06TS0003,519804.86,5437998.17,9.271284633,49.09451574,
06TS0004,06TS0004,519843.43,5438286.51,9.271827117,49.09710822,
06TS0005,06TS0005,523706.84,5438205.49,9.324744834,49.09624267,
06TS0041,06TS0041_Entenstraße 1,520169.77,5437178.91,9.276242177,49.08713434,
06TS0042,06TS0042_Entenstraße 2,520169.77,5437178.91,9.276242177,49.08713434,
06TS0007,06TS0007,523059.74,5436954.34,9.315809375,49.08501275,
06TS0008,06TS0008,519957.08,5437940.89,9.273366871,49.09399557,
06TS0009,06TS0009,521035.7,5439125.86,9.288203046,49.10461885,
06TS0010,06TS0010,519887.41,5437056.1,9.27236902,49.08603881,
06TS0011,06TS0011,519898.82,5436754.57,9.272510442,49.08332606,
06TS0012,06TS0012,519984.97,5438049.34,9.27375426,49.09497021,
06TS0013,06TS0013,526007.72,5437291.61,9.356203688,49.08792908,
06TS0014,06TS0014,520733.74,5437078.81,9.283960994,49.08621516,
06TS0015,06TS0015,520103.7,5437430.95,9.275349839,49.0894037,
06TS0017,06TS0017,520180.03,5438065.26,9.276426956,49.09510705,
06TS0018,06TS0018,520058.55,5438296.86,9.274774437,49.09719435,
06TS0019,06TS0019,519352.97,5436455.76,9.265020915,49.08065556,
06TS0020,06TS0020,520905.18,5439146.88,9.286415947,49.10481239,
06TS0021,06TS0021,519487.91,5438811.35,9.26698237,49.10184072,
06TS0022,06TS0022,524079.54,5436943.52,9.32977493,49.08487637,
06TS0023,06TS0023,519833.47,5437523.77,9.27165324,49.09024742,
06TS0024,06TS0024,523227.18,5436619.25,9.318083222,49.08199221,
06TS0025,06TS0025,521264.28,5439848.99,9.291372788,49.11111579,
06TS0026,06TS0026,523907.07,5437491.44,9.327445362,49.08981181,
06TS0027,06TS0027,520295.11,5437727.76,9.277986356,49.09206733,
06TS0028,06TS0028,523604.72,5437151.41,9.323284408,49.0867648,
06TS0029,06TS0029,524640.87,5437002.32,9.337465922,49.08538308,
06TS0030,06TS0030,520558.59,5437393.33,9.281578238,49.08905026,
06TS0031,06TS0031,523552.17,5437317.96,9.322574414,49.08826499,
06TS0044,06TS0044_Schwalbenweg 6-1,520032.08,5437793.33,9.274386873,49.09266578,
06TS0033,06TS0033,521087.68,5437043.54,9.28880651,49.08588587,
06TS0034,06TS0034,524914.34,5436082.33,9.341154438,49.07709645,
06TS0035,06TS0035,523568.92,5436858.69,9.322777042,49.08413306,
06TS0036,06TS0036,523395.14,5437402.63,9.320428641,49.08903262,
06TS0037,06TS0037,526492.59,5436190.69,9.362772224,49.07800529,
06TS0038,06TS0038,519707.81,5437905.78,9.269950763,49.09368778,
06TS0039,06TS0039,519177.9,5438896.19,9.262739341,49.10261363,
07TS0001,07TS0001,515618.24,5438801.35,9.213968336,49.10186119,
07TS0002,07TS0002,516083.07,5438883.83,9.220339697,49.10259115,
07TS0003,07TS0003,514642.69,5438927.61,9.200608065,49.10302095,
07TS0004,07TS0004,515423.34,5438633.82,9.211291847,49.10035911,
07TS0005,07TS0005,514022.55,5438881.15,9.192110449,49.10261747,
07TS0006,07TS0006,514840.68,5438915.05,9.203320092,49.10290322,
07TS0007,07TS0007,515735.31,5438090.79,9.215544492,49.09546644,
07TS0008,07TS0008,514929.06,5438680.86,9.204522249,49.10079445,
07TS0009,07TS0009,515659.94,5438570.59,9.214530671,49.09978436,
07TS0010,07TS0010,515175.34,5438545.91,9.207891095,49.0995745,
07TS0011,07TS0011,515039.43,5438769.07,9.20603755,49.10158525,
07TS0012,07TS0012,516500.39,5438549.93,9.226043336,49.09957654,
07TS0013,07TS0013,515011.17,5439353.83,9.205672133,49.10684608,
07TS0014,07TS0014,514003.87,5438625.53,9.191845669,49.10031849,
07TS0015,07TS0015,513970.7,5438727.36,9.191394782,49.10123525,
07TS0016,07TS0016,515301.83,5439364.05,9.209654904,49.10693085,
07TS0017,07TS0017,514858.3,5439096.05,9.203568147,49.10453096,
07TS0018,07TS0018,514761.03,5438631.79,9.202218526,49.1003571,
07TS0019,07TS0019,515930.56,5438423.73,9.218232163,49.09845634,
07TS0020,07TS0020,516003.01,5439024.92,9.219248466,49.1038624,
07TS0021,07TS0021,515511.98,5439415.67,9.212536194,49.10738993,
07TS0022,07TS0022,515813.91,5439180.52,9.216663824,49.10526698,
07TS0023,07TS0023,515322.77,5438936.59,9.209925587,49.10308516,
07TS0024,07TS0024,515705.52,5438376.04,9.215147517,49.09803314,
07TS0025,07TS0025,515988.32,5438633.21,9.219031701,49.1003392,
08TS0001,08TS0001,513697.83,5438172.87,9.187637756,49.09625352,
08TS0002,08TS0002,513507.93,5438209.2,9.185037667,49.09658452,
08TS0003,08TS0003,513734.77,5438350.58,9.188149812,49.09785127,
08TS0004,08TS0004,513164.91,5438695.98,9.180354715,49.10097075,
08TS0005,08TS0005,514004.33,5436243.31,9.191769422,49.0788894,
08TS0006,08TS0006,514624.65,5437587.99,9.200312418,49.09097095,
08TS0007,08TS0007,514311.74,5436900.77,9.196002212,49.08479647,
08TS0008,08TS0008,513901.9,5438311.41,9.190437931,49.09749517,
08TS0009,08TS0009,513699.9,5438497.23,9.187677112,49.09917123,
08TS0010,08TS0010,513935.51,5438456.26,9.190903338,49.09879739,
08TS0011,08TS0011,513915.38,5438446.65,9.190627247,49.0987114,
08TS0012,08TS0012,513867.89,5438605.99,9.189982154,49.1001458,
08TS0013,08TS0013,514713.18,5438025.28,9.20154092,49.09490244,
08TS0014,08TS0014,514082.06,5437186.63,9.192866675,49.0873732,
08TS0015,08TS0015,515965.16,5436248.44,9.218620216,49.07888782,
08TS0016,08TS0016,516498.87,5437542.52,9.225981374,49.09051453,
08TS0017,08TS0017,513848.04,5436812.07,9.189648744,49.08400918,
08TS0045,08TS0045_Hundsbergstraße 31,514424.26,5437091.63,9.197549998,49.08651071,
08TS0043,08TS0043_Bachstraße 11,513987.4,5437065.5,9.191566036,49.08628574,
08TS0020,08TS0020,514679.66,5436944.15,9.201042495,49.08517803,
08TS0021,08TS0021,514555.89,5435983.94,9.199312871,49.07654346,
08TS0022,08TS0022,514579.05,5437352.45,9.199679346,49.08885325,
08TS0023,08TS0023,513649.44,5438734.71,9.186993881,49.10130858,
08TS0024,08TS0024,513688.23,5438897.22,9.187530799,49.10276956,
08TS0025,08TS0025,514025.62,5438503.75,9.192139402,49.09922254,
08TS0026,08TS0026,513733.36,5438461.25,9.188134259,49.09884683,
08TS0041,08TS0041_Mühläckerring 51,513715.21,5437304.1,9.187846344,49.08843818,
08TS0028,08TS0028,513799.55,5438391.43,9.189038611,49.09821729,
08TS0029,08TS0029,513805.84,5438205.19,9.189118411,49.09654184,
08TS0030,08TS0030,514047.2,5438496.09,9.192434762,49.09915314,
08TS0031,08TS0031,513841,5438229.63,9.189600883,49.0967609,
08TS0032,08TS0032,514314.78,5436635.94,9.196034468,49.08241414,
08TS0033,08TS0033,513650.3,5438918.51,9.187011875,49.10296192,
08TS0034,08TS0034,514247.22,5437410.93,9.195136585,49.08938707,
08TS0035,08TS0035,514518.44,5436927.39,9.19883395,49.08503109,
08TS0036,08TS0036,513771.65,5438864.91,9.188672558,49.10247706,
08TS0037,08TS0037,514152.85,5436102.99,9.193798269,49.07762376,
08TS0040,08TS0040,516957.29,5435896.64,9.232191164,49.0756967,
08TS0042,08TS0042,513977.49,5438516.12,9.191480493,49.09933491,
0TS0???,0TS0???,565221.49,5449675.45,9.895234716,49.19640657,
01TS0013,01TS0013,516245.85,5443236.75,9.222745078,49.14174295,
01TS0652,01TS0652,516241.74,5443240.27,9.222688869,49.14177472,
01TS0759,01TS0759,516939.31,5444260.53,9.232295998,49.15093344,
01TS0775,01TS0775,516262.57,5443124.16,9.222969779,49.14072972,
01TS0782,01TS0782,511982.24,5447587.34,9.164416986,49.1809759,
01TS0808,01TS0808,514639.12,5444870.99,9.20077492,49.15648387,
01TS0839,01TS0839,515055.05,5443559.07,9.206430307,49.14467266,
01TS0840,01TS0840,515201.19,5444096.76,9.20845441,49.14950576,
01TS0841,01TS0841,515232.7,5444016.77,9.20888348,49.14878544,
01TS0842,01TS0842,515318.55,5443840.06,9.210053998,49.14719375,
01TS0860,01TS0860,515004.62,5443780.4,9.205747074,49.14666483,
01TS0876,01TS0876,516035.35,5445957.92,9.219967313,49.16622624,
01TS0698,01TS0698,517745.65,5442560.21,9.243278699,49.13561575,
01TS0781,01TS0781,516092.1,5443713.9,9.220656101,49.14603911,
01TS0853,01TS0853,515960.7,5443278,9.218837081,49.14212148,
01TS0855,01TS0855,518429,5445081.9,9.252762143,49.15827899,
02TS0084,02TS0084,512965.19,5435653.82,9.177521052,49.07360943,
01TS0819,01TS0819_Edison-/Fügerstr.,515556.59,5444185.91,9.21333143,49.15029879,
01TS0849,01TS0849_Experimenta Kunde,515640.4,5443534,9.214455419,49.14443252,
01TS0850,01TS0850_Experimenta Trafo Netz,515673.7,5443539.9,9.214912242,49.14448475,
01TS0866,01TS0866_Festplatz Station B,514840.66,5443010.31,9.203470466,49.1397416,
01TS0867,01TS0867_Parkhaus Experimenta,515529.8,5443502.3,9.212937702,49.14415018,
01TS0871,01TS0871_Badstr.46,515378.17,5442795.86,9.210831676,49.13779933,
01TS0872,01TS0872_Wilhelmstr.27,515990.7,5442511.7,9.219218005,49.13522758,
01TS0788,01TS0788_Hans-Rießer-Str.,516391.2,5445827.1,9.224843371,49.16504008,
01TS0862,01TS0862_Wolffkran Austr. 72,516022.5,5445688.4,9.219780312,49.16380217,
01TS0870,01TS0870_Bildungscampus 17,515802.5,5444167.9,9.216702924,49.15013051,
01TS0856,01TS0856_Schmoller Str.,516387.3,5442074.9,9.224637234,49.13128796,
01TS0874,01TS0874_Langer Ferd.-Braun-Str.4/2,515845.6,5440825.3,9.217162571,49.12006157,
07TS0026,07TS0026_Erlachstraße,516596.4,5438550,9.227358595,49.09957459,
08TS0038,08TS0038_Amsterdamer Str.,513160.1,5440637.8,9.180352122,49.1184383,
08TS0039,08TS0039_SSK Neckarbrücke,514196.6,5441392.2,9.194583265,49.12520135,
01TS0881,01TS0881_Wagner Bruhweg 37,511007,5442192,9.150887571,49.13246126,
01TS0845,01TS0845_HVG Etzelstraße,515872.01,5444316.57,9.21766198,49.15146605,
01TS0878,01TS0878_Parkhotel Gartenstr.1 ,516390,5443284,9.224723409,49.14216415,
02TS0085,02TS0085_Raiffeisenstr.,510732,5436034,9.146954131,49.07707231,
03TS0035,03TS0035_PV Konstener Klinge,513143,5433848,9.179896988,49.05736147,
08TS0044,08TS0044_Lilienweg 20,514799,5437594,9.202700677,49.09102084,
01TS0883,01TS0883_Assenheimer Südstraße,515730,5442880,9.215658444,49.13854729,
01TS0882,01TS0882 Baier u. Schneider Lerchenstr.,516694,5442746,9.228869235,49.13731647,
05TS0069,05TS0069 Gesundheitszentrum Im Brühl 3,508899,5443619,9.122021999,49.14533181,
01TS0884,01TS0884_Theodor-Heuss-Str.49,512090,5440901,9.165694929,49.12082786,
01TS0887,01TS0887_Sontheimer Str.31,515756,5441997,9.215980391,49.13060374,
01TS0888,01TS0888_Inselwiesenstr. 12,515128,5444750,9.207475297,49.15538367,
01TS0886,01TS0886_Schirrmannstr. 9,518822,5442714,9.258041627,49.13696711,
01TS0876,01TS0876_TQM,516033.7,5445957.8,9.219944674,49.16622521,
01TS0889,01TS0889_Audi Pfaffenstr. 33/1,512559,5447672,9.172333735,49.1817259,
01TS0890,01TS0890_Bergstr. 32,515782,5442652,9.216362432,49.13649502,
01TS0893,01TS0893_Wohnanlage Wollhausstr. 42,516498,5442910,9.226188875,49.138797,
01TS0894,01TS0894_JVA Steinstr. 21,516360,5442600,9.224284317,49.13601214,
01TS0896,01TS0896_Kauflan Olgastr. 57,515222.7,5442748.8,9.20869845,49.13737988,
01TS0885,01TS0885_Felsenstr. 1,511635.4,5440728.5,9.159459631,49.11928493,
07TS0027,07TS0027_Beck Stahläcker 5,514078,5438756,9.192865753,49.10149043,
06TS0040,06TS0040_Oberheinrieter Straße 35-1,523554.8,5437376.7,9.322613857,49.08879328,
05TS0070,05TS0070_Eppinger Straße 200,507103.9,5443719.1,9.097409615,49.14625563,
01TS0898,01TS0898_E-Ladestation Charlottenstr. 7,515920,5442065,9.218231141,49.13121119,
01TS0844,01TS0844_SLK-Klinik Saarlandstr.,513937,5444460,9.191131207,49.15280322,
01TS0900,01TS0900_Polizeidirektion Karlstr. 108,517231,5443268,9.236253581,49.1419972,
01TS0899,01TS0899_Wohnpark Cäcilienstr. 10,515615,5442729,9.214075955,49.13719193,
01TS0901,01TS0901_Rahmer Mühle Mühlwiesen 2,513274,5440445,9.18190671,49.11670154,
01TS0903,01TS0903_E-Ladesttion Edisonstr. 1,515535,5444178,9.213035058,49.15022819,
01TS0904,01TS0904_Baustation Bildungscampus,515749,5444051,9.215964702,49.14908033,
01TS0905,01TS0905_Ceres,515819,5442154,9.216850137,49.13201439,
01TS0891,01TS0891_Sinsheimer Str. 1,513398.4,5443656.8,9.183718202,49.14559015,
01TS0906,01TS0906_Baustation Josef-Schwarz-Schule,515404,5443706,9.211220588,49.14598569,
01TS0897,01TS0897_Manfred-Weinmann-Ring 35,514178,5444487,9.194437197,49.15304058,
04TS0041,04TS0041_Ludwig-Jahn-Str.13,510150,5432363.5,9.138892747,49.04406421,
01TS0907,01TS0907_Happelstr. 27,516114,5442174,9.220894826,49.13218663,
01TS0902,01TS0902_E-Ladestation Etzelstr. 34,515721.5,5444485.5,9.21560456,49.1529895,
01TS0892,01TS0892_Ludwigsburger Str. 260,513225,5441396,9.181266393,49.1252572,
05TS0072,05TS0072_Pumpstation Hipperich,511125,5443704,9.152546884,49.14606013,
01TS0909,01TS0909_Bär Pfaffenstr. 7,513120.7,5447821.1,9.18004617,49.18305534,
01TS0914,01TS0914_IM Böllinger Str. 52,514529.8,5447025,9.19935338,49.17586243,
01TS0911,01TS0911_Trithesio Ferd.-Braun-Str_2,515969.3,5440895.8,9.218860647,49.12069255,
01TS0918,01TS0918_BHKW Brüggemann Am Viehweg 1,515500.4,5445510.2,9.212611867,49.16221261,
01TS0917,01TS0917_Wartbergstr.8 Kunde,516623.5,5443720.8,9.227942924,49.14608703,
01TS0923,01TS0923_Baust. Schwarz Olgastr. 87,515168.1,5442566.3,9.207943039,49.13573958,
01TS0908,01TS0908_SLK-Klinik Am Gesundbrunnen,513873.7,5444584,9.190267391,49.15392007,
01TS0924,01TS0924_E-Ladestation Kölle,514697.75,5444773.64,9.201575469,49.15560677,
01TS0922,01TS0922_Kurz Benzstr. 11,515481.6,5447339.8,9.212424399,49.17867087,
05TS0074,05TS0074_Südlink Konverter 1,511043.27,5443535.36,9.151421577,49.14454462,
05TS0075,05TS0075_Südlink Konverter 2,511067.28,5443536.15,9.151750815,49.1445513,
01TS0921,01TS0921_Kalistr.,515198.2,5444540.1,9.208430138,49.15349382,
05TS0076,05TS0076_Lidl Eppinger Str. 22,508731.7,5443792.3,9.119731763,49.14689311,
01TS0925,01TS0925_Altenheim Lauterbachweg 4,515466.98,5442660.74,9.21204405,49.13658165,
01TS0913,01TS0913 Magnolienhof Happelstr.30,516185.2,5442157.7,9.221870192,49.13203813,
06TS0046,06TS0046_Auensteiner Straße,519149.2,5438554.1,9.262329932,49.0995373,
06TS0047,06TS0047 Tannbrunnweg,519729.3,5438679,9.270282885,49.10064248,
06TS0043,06TS0043_Edeka Mühlweg 20,520269.4,5437191.6,9.277607314,49.08724522,
01TS0091,01TS00915_Julius-Picard-Str.,513719.2,5440386.1,9.188005688,49.11616194,
01TS0916,01TS0916_Johanna-Gottschalk-Str.,513746.8,5440206.4,9.188377791,49.11454485,
01TS0926,01TS0926_Parkhaus Erich-Mendelsohn-Str.,515192.2,5443635.2,9.208313724,49.1453541,
01TS0927,01TS0927_Parkhaus Erich-Mendelsohn-Str.Kunde,515192.2,5443635.2,9.208313724,49.1453541,
04TS0039,04TS0039 Wilhelmstr. Süd Kunde,510814,5431307.4,9.147950721,49.03455275,
01TS0920,01TS0920_Kilianstr. 14 Kunde,516147.5,5443107,9.221391423,49.1405784,
08TS0047,08TS0047_Strüber Sontheimer Feld 1,513643.2,5438859.7,9.186912618,49.10243305,
05TS0077,05TS0077_Beos Liebigstr. 6,509088.9,5443944.6,9.124633224,49.14825792,
01TS0928,01TS0928_Bildungscampus Weipertstr. 49/5,515705.9,5444044.3,9.215373419,49.14902117,
01TS0929,01TS0929_Rhein Kreuzenstr.90,516371.9,5445218.4,9.224553871,49.15956516,
02TS0088,02TS0088_Eberbach Im Rieder 6,511092.7,5437812.2,9.151942002,49.09306163,
05TS0073,05TS0073_Balbach Daimlerstr.23,509145.5,5444207,9.125415318,49.15061746,
01TS0930,01TS0930_Parkhaus Edisonstr.,515396.1,5444114.2,9.211127865,49.14965778,
01TS0931,01TS0931_Parkhaus Edisonstr. Kunde,515395.3,5444106.4,9.211116596,49.14958764,
05TS0078,05TS0078 Baustation Rieker,509297.8,5444259.8,9.127505073,49.15109013,
Neue ONS,Neue ONS Heilbronner Straße 14 Talheim,513751.6,5438735.5,9.188393466,49.10131341,
07TS0029,07TS0029 Geislinger Str. 17,515105.7,5438454.1,9.206933651,49.09875034,
01TS0936,01TS0936 Hanselmannstr. 12 Nord,513386.9,5444525.7,9.183589393,49.15340645,
01TS0935,01TS0935 Spedition Fritz Franz-Reichle-Str.2/1,511586.3,5447747.4,9.158988641,49.18242329,
05TS0079,05TS0079 E-Ladestation Eppinger Str.20,508824,5443758.7,9.120996671,49.14658954,
01TS0941,01TS0941 CNH Benzstr. 1,515292.5,5447185,9.209823874,49.17728314,
01TS0939,01TS0939 Waschstraße Gottlieb-Daimler-Str.18,515472.1,5444298.8,9.212177142,49.15131641,
07TS0030,07TS0030_ Kleeäckerweg 5,516041.1,5438229.4,9.219738718,49.09670539,
02TS0090,02TS0090_Schmalzgrube,510460.6,5433988.9,9.14318497,49.05868032,
06TS0048,06TS0048_Kappishalde,520524.7,5438193.1,9.281154697,49.09624562,
01TS0953,01TS0953 Aral Wilhelm-Leuschner-Str. 14,514327.9,5443230,9.196448208,49.14172996,
01TS0933,01TS0933_Helene-Weber-Straße_Netzstation,510438.2,5449523.7,9.14328046,49.19842224,
01TS0950,01TS0950_Wasser- und Schiffartsamt Wohlg,515432.9,5445086.6,9.211669768,49.1584039,
02TS0091,02TS0091_E-Ladestation Bahnhofst. 60,510456.6,5435821.7,9.14317758,49.07516731,
01TS0942,01TS0942_Polizei Karlstr. 110,517293.9,5443265.9,9.237115903,49.14197655,
01TS0954,01TS0954_Baustrom IPAI Grundäckerstr. 1,513395.5,5447636,9.183810871,49.18138437,
01TS0955,01TS0955_Schwarz Olgastr. 85,515152.4,5442582,9.207728396,49.1358812,
01TS0951,01TS0951_Raben Wohlgelegen,515282.9,5444963.5,9.209607786,49.15730033,
01TS0940,01TS0940_Panoramastr. 28_1,510678.5,5449004.9,9.14656515,49.19375135,
01TS0948,01TS0948_Metzger_Einkauf_August_Wankmill,512873.6,5447518.2,9.176645709,49.1803359,
05TS0081,05TS0081_Schacht Südlink,510754.1,5443224.8,9.147448302,49.14175615,
02TS0087,02TS0087_In den Herrenäckern 11,511395.9,5435044.6,9.156017059,49.06816026,
